Unnamed: 0,title,year,certificate,time,genre,rating,metascore,simple_desc,votes,directors,actors
62,"572.
My Name Is Khan
(2010)",(2010),PG-13,165 min,"Adventure, Drama, Romance",7.9,"50        
        Metascore",An Indian Muslim man with Asperger's syndrome takes a challenge to speak to the President of the United States seriously and embarks on a cross-country journey.,"Votes:
110,362
| Gross:
$4.02M",Karan Johar,"['Shah Rukh Khan', 'Kajol', 'Sheetal Menon', 'Katie Amanda Keane']"
63,"573.
Kal Ho Naa Ho
(2003)",(2003),Not Rated,186 min,"Comedy, Drama, Musical",7.9,"54        
        Metascore","Naina, an introverted, perpetually depressed girl's life changes when she meets Aman. But Aman has a secret of his own which changes their lives forever. Embroiled in all this is Rohit, Naina's best friend who conceals his love for her.","Votes:
71,545
| Gross:
$1.79M",Nikkhil Advani,"['Preity G Zinta', 'Shah Rukh Khan', 'Saif Ali Khan', 'Jaya Bachchan']"
64,"575.
4 Months, 3 Weeks and 2 Days
(2007)",(2007),Not Rated,113 min,Drama,7.9,"97        
        Metascore",A woman assists her friend in arranging an illegal abortion in 1980s Romania.,"Votes:
61,529
| Gross:
$1.19M",Cristian Mungiu,"['Anamaria Marinca', 'Laura Vasiliu', 'Vlad Ivanov', 'Alexandru Potocean']"
65,"576.
The Return
(2003)",(2003),Not Rated,110 min,Drama,7.9,"82        
        Metascore","In the Russian wilderness, two brothers face a range of new, conflicting emotions when their father - a man they know only through a single photograph - resurfaces.","Votes:
46,256
| Gross:
$0.50M",Andrey Zvyagintsev,"['Vladimir Garin', 'Ivan Dobronravov', 'Konstantin Lavronenko', 'Nataliya Vdovina']"
66,"577.
The Way He Looks
(2014)",(2014),Not Rated,96 min,"Drama, Romance",7.9,"71        
        Metascore","Leonardo is a blind teenager searching for independence. His everyday life, the relationship with his best friend Giovana, and the way he sees the world change completely with the arrival of Gabriel.","Votes:
26,289
| Gross:
$0.10M",Daniel Ribeiro,"['Ghilherme Lobo', 'Fabio Audi', 'Tess Amorim', 'Lúcia Romano']"
67,"578.
Elevator to the Gallows
(1958)",(1958),Not Rated,91 min,"Crime, Drama, Thriller",7.9,"94        
        Metascore","A self-assured businessman murders his employer, the husband of his mistress, which unintentionally provokes an ill-fated chain of events.","Votes:
26,851
| Gross:
$0.11M",Louis Malle,"['Jeanne Moreau', 'Maurice Ronet', 'Georges Poujouly', 'Yori Bertin']"
68,"579.
Nine Queens
(2000)",(2000),R,114 min,"Crime, Drama, Thriller",7.9,"80        
        Metascore","Two con artists try to swindle a stamp collector by selling him a sheet of counterfeit rare stamps (the ""nine queens"").","Votes:
54,466
| Gross:
$1.22M",Fabián Bielinsky,"['Ricardo Darín', 'Gastón Pauls', 'Graciela Tenenbaum', 'María Mercedes Villagra']"
69,"581.
Battleship Potemkin
(1925)",(1925),Not Rated,66 min,"Drama, History, Thriller",7.9,"97        
        Metascore","In the midst of the Russian Revolution of 1905, the crew of the battleship Potemkin mutiny against the brutal, tyrannical regime of the vessel's officers. The resulting street demonstration in Odessa brings on a police massacre.","Votes:
59,241
| Gross:
$0.05M",Sergei Eisenstein,"['Aleksandr Antonov', 'Vladimir Barskiy', 'Grigoriy Aleksandrov', 'Ivan Bobrov']"
70,"583.
Gully Boy
(2019)",(2019),Not Rated,154 min,"Drama, Music, Romance",7.9,"65        
        Metascore",A coming-of-age story based on the lives of street rappers in Mumbai.,"Votes:
41,073
| Gross:
$5.57M",Zoya Akhtar,"['Ranveer Singh', 'Alia Bhatt', 'Siddhant Chaturvedi', 'Vijay Raaz']"
71,"584.
Le Cercle Rouge
(1970)",(1970),Not Rated,140 min,"Crime, Drama, Thriller",7.9,"92        
        Metascore","After leaving prison, master thief Corey crosses paths with a notorious escapee and an alcoholic former policeman. The trio proceed to plot an elaborate heist.","Votes:
26,385
| Gross:
$0.37M",Jean-Pierre Melville,"['Alain Delon', 'Bourvil', 'Gian Maria Volontè', 'Yves Montand']"
72,"585.
Miracle on 34th Street
(1947)",(1947),Not Rated,96 min,"Comedy, Drama, Family",7.9,"88        
        Metascore","After a divorced New York mother hires a nice old man to play Santa Claus at Macy's, she is startled by his claim to be the genuine article. When his sanity is questioned, a lawyer defends him in court by arguing that he's not mistaken.","Votes:
51,067
| Gross:
$2.65M",George Seaton,"['Edmund Gwenn', ""Maureen O'Hara"", 'John Payne', 'Gene Lockhart']"
73,"587.
The Rules of the Game
(1939)",(1939),Not Rated,110 min,"Comedy, Drama",7.9,"98        
        Metascore","A bourgeois life in France at the onset of World War II, as the rich and their poor servants meet up at a French chateau.","Votes:
29,987",Jean Renoir,"['Marcel Dalio', 'Nora Gregor', 'Paulette Dubost', 'Mila Parély']"
74,"588.
Through a Glass Darkly
(1961)",(1961),Not Rated,90 min,Drama,7.9,"84        
        Metascore","Recently released from a mental hospital, Karin rejoins her emotionally disconnected family in their island home, only to slip from reality as she begins to believe she is being visited by God.","Votes:
26,158",Ingmar Bergman,"['Harriet Andersson', 'Gunnar Björnstrand', 'Max von Sydow', 'Lars Passgård']"
75,"591.
No Man's Land
(I) (2001)",(I) (2001),R,98 min,"Comedy, Drama, War",7.9,"84        
        Metascore","Bosnia and Herzegovina during 1993 at the time of the heaviest fighting between the two warring sides. Two soldiers from opposing sides in the conflict, Nino and Ciki, become trapped in no man's land, whilst a third soldier becomes a living booby trap.","Votes:
47,797
| Gross:
$1.06M",Danis Tanovic,"['Branko Djuric', 'Rene Bitorajac', 'Filip Sovagovic', 'Georges Siatidis']"
76,"593.
C.R.A.Z.Y.
(2005)",(2005),Not Rated,129 min,"Comedy, Drama",7.9,"81        
        Metascore","A young French Canadian, one of five boys in a conservative family in the 1960s and 1970s, struggles to reconcile his emerging identity with his father's values.","Votes:
33,386",Jean-Marc Vallée,"['Michel Côté', 'Marc-André Grondin', 'Danielle Proulx', 'Émile Vallée']"
77,"594.
Beauty and the Beast
(1946)",(1946),Not Rated,93 min,"Drama, Fantasy, Romance",7.9,"92        
        Metascore","A beautiful young woman takes her father's place as the prisoner of a mysterious beast, who wishes to marry her.","Votes:
27,104
| Gross:
$0.30M",Jean Cocteau,"['René Clément', 'Jean Marais', 'Josette Day', 'Mila Parély']"
78,"600.
All Quiet on the Western Front
(2022)",(2022),R,148 min,"Action, Drama, War",7.8,"76        
        Metascore",A young German soldier's terrifying experiences and distress on the western front during World War I.,"Votes:
193,002",Edward Berger,"['Felix Kammerer', 'Albrecht Schuch', 'Aaron Hilmer', 'Moritz Klaus']"
0,"601.
The Batman
(2022)",(2022),PG-13,176 min,"Action, Crime, Drama",7.8,"72        
        Metascore","When a sadistic serial killer begins murdering key political figures in Gotham, Batman is forced to investigate the city's hidden corruption and question his family's involvement.","Votes:
690,300
| Gross:
$369.35M",Matt Reeves,"['Robert Pattinson', 'Zoë Kravitz', 'Jeffrey Wright', 'Colin Farrell']"
1,"602.
The Gentlemen
(2019)",(2019),R,113 min,"Action, Comedy, Crime",7.8,"51        
        Metascore","An American expat tries to sell off his highly profitable marijuana empire in London, triggering plots, schemes, bribery and blackmail in an attempt to steal his domain out from under him.","Votes:
355,991
| Gross:
$36.47M",Guy Ritchie,"['Matthew McConaughey', 'Charlie Hunnam', 'Michelle Dockery', 'Jeremy Strong']"
2,"603.
Tombstone
(1993)",(1993),R,130 min,"Biography, Drama, History",7.8,"50        
        Metascore","A successful lawman's plans to retire anonymously in Tombstone, Arizona are disrupted by the kind of outlaws he was famous for eliminating.","Votes:
154,486
| Gross:
$56.51M",George P. Cosmatos,"['Kevin Jarre', 'Kurt Russell', 'Val Kilmer', 'Sam Elliott']"
3,"604.
Pride & Prejudice
(2005)",(2005),PG,129 min,"Drama, Romance",7.8,"82        
        Metascore","Sparks fly when spirited Elizabeth Bennet meets single, rich, and proud Mr. Darcy. But Mr. Darcy reluctantly finds himself falling in love with a woman beneath his class. Can each overcome their own pride and prejudice?","Votes:
305,643
| Gross:
$38.41M",Joe Wright,"['Keira Knightley', 'Matthew Macfadyen', 'Brenda Blethyn', 'Donald Sutherland']"
4,"605.
Little Women
(2019)",(2019),PG,135 min,"Drama, Romance",7.8,"91        
        Metascore","Jo March reflects back and forth on her life, telling the beloved story of the March sisters - four young women, each determined to live life on her own terms.","Votes:
216,190
| Gross:
$108.10M",Greta Gerwig,"['Saoirse Ronan', 'Emma Watson', 'Florence Pugh', 'Eliza Scanlen']"
5,"606.
Rogue One: A Star Wars Story
(2016)",(2016),PG-13,133 min,"Action, Adventure, Sci-Fi",7.8,"65        
        Metascore","In a time of conflict, a group of unlikely heroes band together on a mission to steal the plans to the Death Star, the Empire's ultimate weapon of destruction.","Votes:
652,978
| Gross:
$532.18M",Gareth Edwards,"['Felicity Jones', 'Diego Luna', 'Alan Tudyk', 'Donnie Yen']"
6,"607.
The Hateful Eight
(2015)",(2015),R,168 min,"Crime, Drama, Mystery",7.8,"68        
        Metascore","In the dead of a Wyoming winter, a bounty hunter and his prisoner find shelter in a cabin currently inhabited by a collection of nefarious characters.","Votes:
618,575
| Gross:
$54.12M",Quentin Tarantino,"['Samuel L. Jackson', 'Kurt Russell', 'Jennifer Jason Leigh', 'Walton Goggins']"
7,"608.
Drive
(I) (2011)",(I) (2011),R,100 min,"Action, Drama",7.8,"78        
        Metascore",A mysterious Hollywood action film stuntman gets in trouble with gangsters when he tries to help his neighbor's husband rob a pawn shop while serving as his getaway driver.,"Votes:
658,596
| Gross:
$35.06M",Nicolas Winding Refn,"['Ryan Gosling', 'Carey Mulligan', 'Bryan Cranston', 'Albert Brooks']"
8,"609.
The Breakfast Club
(1985)",(1985),R,97 min,"Comedy, Drama",7.8,"66        
        Metascore",Five high school students meet in Saturday detention and discover how they have a lot more in common than they thought.,"Votes:
410,342
| Gross:
$45.88M",John Hughes,"['Emilio Estevez', 'Judd Nelson', 'Molly Ringwald', 'Ally Sheedy']"
9,"610.
Call Me by Your Name
(2017)",(2017),R,132 min,"Drama, Romance",7.8,"94        
        Metascore","In 1980s Italy, romance blossoms between a seventeen-year-old student and the older man hired as his father's research assistant.","Votes:
285,066
| Gross:
$18.10M",Luca Guadagnino,"['Timothée Chalamet', 'Armie Hammer', 'Michael Stuhlbarg', 'Amira Casar']"
10,"611.
The Hobbit: An Unexpected Journey
(2012)",(2012),PG-13,169 min,"Adventure, Fantasy",7.8,"58        
        Metascore","A reluctant Hobbit, Bilbo Baggins, sets out to the Lonely Mountain with a spirited group of dwarves to reclaim their mountain home, and the gold within it from the dragon Smaug.","Votes:
840,507
| Gross:
$303.00M",Peter Jackson,"['Martin Freeman', 'Ian McKellen', 'Richard Armitage', 'Andy Serkis']"
11,"612.
The Irishman
(2019)",(2019),R,209 min,"Biography, Crime, Drama",7.8,"94        
        Metascore","An illustration of Frank Sheeran's life, from WWII veteran, to hitman for the Bufalino crime family and his alleged assassination of close friend, Jimmy Hoffa.","Votes:
400,052
| Gross:
$7.00M",Martin Scorsese,"['Robert De Niro', 'Al Pacino', 'Joe Pesci', 'Harvey Keitel']"
12,"613.
The Notebook
(2004)",(2004),PG-13,123 min,"Drama, Romance",7.8,"53        
        Metascore","A poor yet passionate young man (Ryan Gosling) falls in love with a rich young woman (Rachel McAdams), giving her a sense of freedom, but they are soon separated because of their social differences.","Votes:
584,712
| Gross:
$81.00M",Nick Cassavetes,"['Gena Rowlands', 'James Garner', 'Rachel McAdams', 'Ryan Gosling']"
13,"614.
The Big Short
(2015)",(2015),R,130 min,"Biography, Comedy, Drama",7.8,"81        
        Metascore","In 2006-2007 a group of investors bet against the United States mortgage market. In their research, they discover how flawed and corrupt the market is.","Votes:
443,442
| Gross:
$70.26M",Adam McKay,"['Christian Bale', 'Steve Carell', 'Ryan Gosling', 'Brad Pitt']"
14,"615.
Apocalypto
(2006)",(2006),R,139 min,"Action, Adventure, Drama",7.8,"68        
        Metascore","As the Mayan kingdom faces its decline, a young man is taken on a perilous journey to a world ruled by fear and oppression.","Votes:
318,647
| Gross:
$50.87M",Mel Gibson,"['Gerardo Taracena', 'Raoul Max Trujillo', 'Dalia Hernández', 'Rudy Youngblood']"
15,"616.
Hidden Figures
(2016)",(2016),PG,127 min,"Biography, Drama, History",7.8,"74        
        Metascore",The story of a team of female African-American mathematicians who served a vital role in NASA during the early years of the U.S. space program.,"Votes:
238,713
| Gross:
$169.61M",Theodore Melfi,"['Taraji P. Henson', 'Octavia Spencer', 'Janelle Monáe', 'Kevin Costner']"
16,"617.
Willy Wonka & the Chocolate Factory
(1971)",(1971),G,100 min,"Family, Fantasy, Musical",7.8,"67        
        Metascore",A poor but hopeful boy seeks one of the five coveted golden tickets that will send him on a tour of Willy Wonka's mysterious chocolate factory.,"Votes:
207,796
| Gross:
$4.00M",Mel Stuart,"['Gene Wilder', 'Jack Albertson', 'Peter Ostrum', 'Roy Kinnear']"
17,"618.
The Sandlot
(1993)",(1993),PG,101 min,"Comedy, Drama, Family",7.8,"55        
        Metascore","In the summer of 1962, a new kid in town is taken under the wing of a young baseball prodigy and his rowdy team, resulting in many adventures.","Votes:
95,559
| Gross:
$32.42M",David Mickey Evans,"['Tom Guiry', 'Mike Vitar', 'Art LaFleur', 'Patrick Renna']"
18,"619.
Dunkirk
(2017)",(2017),PG-13,106 min,"Action, Drama, History",7.8,"94        
        Metascore","Allied soldiers from Belgium, the British Commonwealth and Empire, and France are surrounded by the German Army and evacuated during a fierce battle in World War II.","Votes:
676,795
| Gross:
$188.37M",Christopher Nolan,"['Fionn Whitehead', 'Barry Keoghan', 'Mark Rylance', 'Tom Hardy']"
19,"620.
The Social Network
(2010)",(2010),PG-13,120 min,"Biography, Drama",7.8,"95        
        Metascore","As Harvard student Mark Zuckerberg creates the social networking site that would become known as Facebook, he is sued by the twins who claimed he stole their idea and by the co-founder who was later squeezed out of the business.","Votes:
718,585
| Gross:
$96.96M",Mark Zuckerberg,"['David Fincher', 'Jesse Eisenberg', 'Andrew Garfield', 'Justin Timberlake']"
20,"621.
The Girl with the Dragon Tattoo
(2011)",(2011),R,158 min,"Crime, Drama, Mystery",7.8,"71        
        Metascore",Journalist Mikael Blomkvist is aided in his search for a woman who has been missing for 40 years by young computer hacker Lisbeth Salander.,"Votes:
471,928
| Gross:
$102.52M",David Fincher,"['Daniel Craig', 'Rooney Mara', 'Christopher Plummer', 'Stellan Skarsgård']"
21,"622.
Ferris Bueller's Day Off
(1986)",(1986),PG-13,103 min,Comedy,7.8,"61        
        Metascore","A high school wise guy is determined to have a day off from school, despite what the Principal thinks of that.","Votes:
367,092
| Gross:
$70.14M",John Hughes,"['Matthew Broderick', 'Alan Ruck', 'Mia Sara', 'Jeffrey Jones']"
22,"623.
Star Wars: Episode VII - The Force Awakens
(2015)",(2015),PG-13,138 min,"Action, Adventure, Sci-Fi",7.8,"80        
        Metascore","As a new threat to the galaxy rises, Rey, a desert scavenger, and Finn, an ex-stormtrooper, must join Han Solo and Chewbacca to search for the one hope of restoring peace.","Votes:
942,956
| Gross:
$936.66M",J.J. Abrams,"['Daisy Ridley', 'John Boyega', 'Oscar Isaac', 'Domhnall Gleeson']"
23,"624.
About Time
(I) (2013)",(I) (2013),R,123 min,"Comedy, Drama, Fantasy",7.8,"55        
        Metascore","At the age of 21, Tim discovers he can travel in time and change what happens and has happened in his own life. His decision to make his world a better place by getting a girlfriend turns out not to be as easy as you might think.","Votes:
361,753
| Gross:
$15.32M",Richard Curtis,"['Domhnall Gleeson', 'Rachel McAdams', 'Bill Nighy', 'Lydia Wilson']"
