Unnamed: 0,title,year,certificate,time,genre,rating,metascore,simple_desc,votes,directors,actors,title_url
68,"580.
Battleship Potemkin
(1925)",(1925),Not Rated,66 min,"Drama, History, Thriller",7.9,"97        
        Metascore","In the midst of the Russian Revolution of 1905, the crew of the battleship Potemkin mutiny against the brutal, tyrannical regime of the vessel's officers. The resulting street demonstration in Odessa brings on a police massacre.","Votes:
59,246
| Gross:
$0.05M",Sergei Eisenstein,"['Aleksandr Antonov', 'Vladimir Barskiy', 'Grigoriy Aleksandrov', 'Ivan Bobrov']",imdb.com/title/tt0015648/?ref_=adv_li_tt
69,"582.
Gully Boy
(2019)",(2019),Not Rated,154 min,"Drama, Music, Romance",7.9,"65        
        Metascore",A coming-of-age story based on the lives of street rappers in Mumbai.,"Votes:
41,080
| Gross:
$5.57M",Zoya Akhtar,"['Ranveer Singh', 'Alia Bhatt', 'Siddhant Chaturvedi', 'Vijay Raaz']",imdb.com/title/tt2395469/?ref_=adv_li_tt
70,"583.
Le Cercle Rouge
(1970)",(1970),Not Rated,140 min,"Crime, Drama, Thriller",7.9,"92        
        Metascore","After leaving prison, master thief Corey crosses paths with a notorious escapee and an alcoholic former policeman. The trio proceed to plot an elaborate heist.","Votes:
26,386
| Gross:
$0.37M",Jean-Pierre Melville,"['Alain Delon', 'Bourvil', 'Gian Maria Volontè', 'Yves Montand']",imdb.com/title/tt0065531/?ref_=adv_li_tt
71,"584.
Miracle on 34th Street
(1947)",(1947),Not Rated,96 min,"Comedy, Drama, Family",7.9,"88        
        Metascore","After a divorced New York mother hires a nice old man to play Santa Claus at Macy's, she is startled by his claim to be the genuine article. When his sanity is questioned, a lawyer defends him in court by arguing that he's not mistaken.","Votes:
51,069
| Gross:
$2.65M",George Seaton,"['Edmund Gwenn', ""Maureen O'Hara"", 'John Payne', 'Gene Lockhart']",imdb.com/title/tt0039628/?ref_=adv_li_tt
72,"586.
The Rules of the Game
(1939)",(1939),Not Rated,110 min,"Comedy, Drama",7.9,"98        
        Metascore","A bourgeois life in France at the onset of World War II, as the rich and their poor servants meet up at a French chateau.","Votes:
29,988",Jean Renoir,"['Marcel Dalio', 'Nora Gregor', 'Paulette Dubost', 'Mila Parély']",imdb.com/title/tt0031885/?ref_=adv_li_tt
73,"587.
Through a Glass Darkly
(1961)",(1961),Not Rated,90 min,Drama,7.9,"84        
        Metascore","Recently released from a mental hospital, Karin rejoins her emotionally disconnected family in their island home, only to slip from reality as she begins to believe she is being visited by God.","Votes:
26,160",Ingmar Bergman,"['Harriet Andersson', 'Gunnar Björnstrand', 'Max von Sydow', 'Lars Passgård']",imdb.com/title/tt0055499/?ref_=adv_li_tt
74,"590.
No Man's Land
(I) (2001)",(I) (2001),R,98 min,"Comedy, Drama, War",7.9,"84        
        Metascore","Bosnia and Herzegovina during 1993 at the time of the heaviest fighting between the two warring sides. Two soldiers from opposing sides in the conflict, Nino and Ciki, become trapped in no man's land, whilst a third soldier becomes a living booby trap.","Votes:
47,799
| Gross:
$1.06M",Danis Tanovic,"['Branko Djuric', 'Rene Bitorajac', 'Filip Sovagovic', 'Georges Siatidis']",imdb.com/title/tt0283509/?ref_=adv_li_tt
75,"592.
C.R.A.Z.Y.
(2005)",(2005),Not Rated,129 min,"Comedy, Drama",7.9,"81        
        Metascore","A young French Canadian, one of five boys in a conservative family in the 1960s and 1970s, struggles to reconcile his emerging identity with his father's values.","Votes:
33,388",Jean-Marc Vallée,"['Michel Côté', 'Marc-André Grondin', 'Danielle Proulx', 'Émile Vallée']",imdb.com/title/tt0401085/?ref_=adv_li_tt
76,"593.
Beauty and the Beast
(1946)",(1946),Not Rated,93 min,"Drama, Fantasy, Romance",7.9,"92        
        Metascore","A beautiful young woman takes her father's place as the prisoner of a mysterious beast, who wishes to marry her.","Votes:
27,105
| Gross:
$0.30M",Jean Cocteau,"['René Clément', 'Jean Marais', 'Josette Day', 'Mila Parély']",imdb.com/title/tt0038348/?ref_=adv_li_tt
77,"599.
All Quiet on the Western Front
(2022)",(2022),R,148 min,"Action, Drama, War",7.8,"76        
        Metascore",A young German soldier's terrifying experiences and distress on the western front during World War I.,"Votes:
193,284",Edward Berger,"['Felix Kammerer', 'Albrecht Schuch', 'Aaron Hilmer', 'Moritz Klaus']",imdb.com/title/tt1016150/?ref_=adv_li_tt
78,"600.
The Batman
(2022)",(2022),PG-13,176 min,"Action, Crime, Drama",7.8,"72        
        Metascore","When a sadistic serial killer begins murdering key political figures in Gotham, Batman is forced to investigate the city's hidden corruption and question his family's involvement.","Votes:
690,491
| Gross:
$369.35M",Matt Reeves,"['Robert Pattinson', 'Zoë Kravitz', 'Jeffrey Wright', 'Colin Farrell']",imdb.com/title/tt1877830/?ref_=adv_li_tt
0,"601.
RRR
(2022)",(2022),Not Rated,187 min,"Action, Drama",7.8,"83        
        Metascore",A fictitious story about two legendary revolutionaries and their journey away from home before they started fighting for their country in the 1920s.,"Votes:
146,408
| Gross:
$14.50M",S.S. Rajamouli,"['N.T. Rama Rao Jr.', 'Ram Charan', 'Ajay Devgn', 'Alia Bhatt']",imdb.com/title/tt8178634/?ref_=adv_li_tt
1,"602.
The Gentlemen
(2019)",(2019),R,113 min,"Action, Comedy, Crime",7.8,"51        
        Metascore","An American expat tries to sell off his highly profitable marijuana empire in London, triggering plots, schemes, bribery and blackmail in an attempt to steal his domain out from under him.","Votes:
356,067
| Gross:
$36.47M",Guy Ritchie,"['Matthew McConaughey', 'Charlie Hunnam', 'Michelle Dockery', 'Jeremy Strong']",imdb.com/title/tt8367814/?ref_=adv_li_tt
2,"603.
Tombstone
(1993)",(1993),R,130 min,"Biography, Drama, History",7.8,"50        
        Metascore","A successful lawman's plans to retire anonymously in Tombstone, Arizona are disrupted by the kind of outlaws he was famous for eliminating.","Votes:
154,509
| Gross:
$56.51M",George P. Cosmatos,"['Kevin Jarre', 'Kurt Russell', 'Val Kilmer', 'Sam Elliott']",imdb.com/title/tt0108358/?ref_=adv_li_tt
3,"604.
Pride & Prejudice
(2005)",(2005),PG,129 min,"Drama, Romance",7.8,"82        
        Metascore","Sparks fly when spirited Elizabeth Bennet meets single, rich, and proud Mr. Darcy. But Mr. Darcy reluctantly finds himself falling in love with a woman beneath his class. Can each overcome their own pride and prejudice?","Votes:
305,683
| Gross:
$38.41M",Joe Wright,"['Keira Knightley', 'Matthew Macfadyen', 'Brenda Blethyn', 'Donald Sutherland']",imdb.com/title/tt0414387/?ref_=adv_li_tt
4,"605.
Little Women
(2019)",(2019),PG,135 min,"Drama, Romance",7.8,"91        
        Metascore","Jo March reflects back and forth on her life, telling the beloved story of the March sisters - four young women, each determined to live life on her own terms.","Votes:
216,238
| Gross:
$108.10M",Greta Gerwig,"['Saoirse Ronan', 'Emma Watson', 'Florence Pugh', 'Eliza Scanlen']",imdb.com/title/tt3281548/?ref_=adv_li_tt
5,"606.
Rogue One: A Star Wars Story
(2016)",(2016),PG-13,133 min,"Action, Adventure, Sci-Fi",7.8,"65        
        Metascore","In a time of conflict, a group of unlikely heroes band together on a mission to steal the plans to the Death Star, the Empire's ultimate weapon of destruction.","Votes:
653,059
| Gross:
$532.18M",Gareth Edwards,"['Felicity Jones', 'Diego Luna', 'Alan Tudyk', 'Donnie Yen']",imdb.com/title/tt3748528/?ref_=adv_li_tt
6,"607.
The Hateful Eight
(2015)",(2015),R,168 min,"Crime, Drama, Mystery",7.8,"68        
        Metascore","In the dead of a Wyoming winter, a bounty hunter and his prisoner find shelter in a cabin currently inhabited by a collection of nefarious characters.","Votes:
618,661
| Gross:
$54.12M",Quentin Tarantino,"['Samuel L. Jackson', 'Kurt Russell', 'Jennifer Jason Leigh', 'Walton Goggins']",imdb.com/title/tt3460252/?ref_=adv_li_tt
7,"608.
Drive
(I) (2011)",(I) (2011),R,100 min,"Action, Drama",7.8,"78        
        Metascore",A mysterious Hollywood action film stuntman gets in trouble with gangsters when he tries to help his neighbor's husband rob a pawn shop while serving as his getaway driver.,"Votes:
658,708
| Gross:
$35.06M",Nicolas Winding Refn,"['Ryan Gosling', 'Carey Mulligan', 'Bryan Cranston', 'Albert Brooks']",imdb.com/title/tt0780504/?ref_=adv_li_tt
8,"609.
The Breakfast Club
(1985)",(1985),R,97 min,"Comedy, Drama",7.8,"66        
        Metascore",Five high school students meet in Saturday detention and discover how they have a lot more in common than they thought.,"Votes:
410,424
| Gross:
$45.88M",John Hughes,"['Emilio Estevez', 'Judd Nelson', 'Molly Ringwald', 'Ally Sheedy']",imdb.com/title/tt0088847/?ref_=adv_li_tt
9,"610.
Call Me by Your Name
(2017)",(2017),R,132 min,"Drama, Romance",7.8,"94        
        Metascore","In 1980s Italy, romance blossoms between a seventeen-year-old student and the older man hired as his father's research assistant.","Votes:
285,127
| Gross:
$18.10M",Luca Guadagnino,"['Timothée Chalamet', 'Armie Hammer', 'Michael Stuhlbarg', 'Amira Casar']",imdb.com/title/tt5726616/?ref_=adv_li_tt
10,"611.
The Hobbit: An Unexpected Journey
(2012)",(2012),PG-13,169 min,"Adventure, Fantasy",7.8,"58        
        Metascore","A reluctant Hobbit, Bilbo Baggins, sets out to the Lonely Mountain with a spirited group of dwarves to reclaim their mountain home, and the gold within it from the dragon Smaug.","Votes:
840,549
| Gross:
$303.00M",Peter Jackson,"['Martin Freeman', 'Ian McKellen', 'Richard Armitage', 'Andy Serkis']",imdb.com/title/tt0903624/?ref_=adv_li_tt
11,"612.
The Irishman
(2019)",(2019),R,209 min,"Biography, Crime, Drama",7.8,"94        
        Metascore","An illustration of Frank Sheeran's life, from WWII veteran, to hitman for the Bufalino crime family and his alleged assassination of close friend, Jimmy Hoffa.","Votes:
400,113
| Gross:
$7.00M",Martin Scorsese,"['Robert De Niro', 'Al Pacino', 'Joe Pesci', 'Harvey Keitel']",imdb.com/title/tt1302006/?ref_=adv_li_tt
12,"613.
The Notebook
(2004)",(2004),PG-13,123 min,"Drama, Romance",7.8,"53        
        Metascore","A poor yet passionate young man (Ryan Gosling) falls in love with a rich young woman (Rachel McAdams), giving her a sense of freedom, but they are soon separated because of their social differences.","Votes:
584,768
| Gross:
$81.00M",Nick Cassavetes,"['Gena Rowlands', 'James Garner', 'Rachel McAdams', 'Ryan Gosling']",imdb.com/title/tt0332280/?ref_=adv_li_tt
13,"614.
The Big Short
(2015)",(2015),R,130 min,"Biography, Comedy, Drama",7.8,"81        
        Metascore","In 2006-2007 a group of investors bet against the United States mortgage market. In their research, they discover how flawed and corrupt the market is.","Votes:
443,499
| Gross:
$70.26M",Adam McKay,"['Christian Bale', 'Steve Carell', 'Ryan Gosling', 'Brad Pitt']",imdb.com/title/tt1596363/?ref_=adv_li_tt
14,"615.
Apocalypto
(2006)",(2006),R,139 min,"Action, Adventure, Drama",7.8,"68        
        Metascore","As the Mayan kingdom faces its decline, a young man is taken on a perilous journey to a world ruled by fear and oppression.","Votes:
318,676
| Gross:
$50.87M",Mel Gibson,"['Gerardo Taracena', 'Raoul Max Trujillo', 'Dalia Hernández', 'Rudy Youngblood']",imdb.com/title/tt0472043/?ref_=adv_li_tt
15,"616.
Hidden Figures
(2016)",(2016),PG,127 min,"Biography, Drama, History",7.8,"74        
        Metascore",The story of a team of female African-American mathematicians who served a vital role in NASA during the early years of the U.S. space program.,"Votes:
238,763
| Gross:
$169.61M",Theodore Melfi,"['Taraji P. Henson', 'Octavia Spencer', 'Janelle Monáe', 'Kevin Costner']",imdb.com/title/tt4846340/?ref_=adv_li_tt
16,"617.
Willy Wonka & the Chocolate Factory
(1971)",(1971),G,100 min,"Family, Fantasy, Musical",7.8,"67        
        Metascore",A poor but hopeful boy seeks one of the five coveted golden tickets that will send him on a tour of Willy Wonka's mysterious chocolate factory.,"Votes:
207,817
| Gross:
$4.00M",Mel Stuart,"['Gene Wilder', 'Jack Albertson', 'Peter Ostrum', 'Roy Kinnear']",imdb.com/title/tt0067992/?ref_=adv_li_tt
17,"618.
The Sandlot
(1993)",(1993),PG,101 min,"Comedy, Drama, Family",7.8,"55        
        Metascore","In the summer of 1962, a new kid in town is taken under the wing of a young baseball prodigy and his rowdy team, resulting in many adventures.","Votes:
95,572
| Gross:
$32.42M",David Mickey Evans,"['Tom Guiry', 'Mike Vitar', 'Art LaFleur', 'Patrick Renna']",imdb.com/title/tt0108037/?ref_=adv_li_tt
18,"619.
Dunkirk
(2017)",(2017),PG-13,106 min,"Action, Drama, History",7.8,"94        
        Metascore","Allied soldiers from Belgium, the British Commonwealth and Empire, and France are surrounded by the German Army and evacuated during a fierce battle in World War II.","Votes:
676,898
| Gross:
$188.37M",Christopher Nolan,"['Fionn Whitehead', 'Barry Keoghan', 'Mark Rylance', 'Tom Hardy']",imdb.com/title/tt5013056/?ref_=adv_li_tt
19,"620.
The Social Network
(2010)",(2010),PG-13,120 min,"Biography, Drama",7.8,"95        
        Metascore","As Harvard student Mark Zuckerberg creates the social networking site that would become known as Facebook, he is sued by the twins who claimed he stole their idea and by the co-founder who was later squeezed out of the business.","Votes:
718,663
| Gross:
$96.96M",Mark Zuckerberg,"['David Fincher', 'Jesse Eisenberg', 'Andrew Garfield', 'Justin Timberlake']",imdb.com/title/tt1285016/?ref_=adv_li_tt
20,"621.
The Girl with the Dragon Tattoo
(2011)",(2011),R,158 min,"Crime, Drama, Mystery",7.8,"71        
        Metascore",Journalist Mikael Blomkvist is aided in his search for a woman who has been missing for 40 years by young computer hacker Lisbeth Salander.,"Votes:
471,971
| Gross:
$102.52M",David Fincher,"['Daniel Craig', 'Rooney Mara', 'Christopher Plummer', 'Stellan Skarsgård']",imdb.com/title/tt1568346/?ref_=adv_li_tt
21,"622.
Ferris Bueller's Day Off
(1986)",(1986),PG-13,103 min,Comedy,7.8,"61        
        Metascore","A high school wise guy is determined to have a day off from school, despite what the Principal thinks of that.","Votes:
367,141
| Gross:
$70.14M",John Hughes,"['Matthew Broderick', 'Alan Ruck', 'Mia Sara', 'Jeffrey Jones']",imdb.com/title/tt0091042/?ref_=adv_li_tt
22,"623.
Star Wars: Episode VII - The Force Awakens
(2015)",(2015),PG-13,138 min,"Action, Adventure, Sci-Fi",7.8,"80        
        Metascore","As a new threat to the galaxy rises, Rey, a desert scavenger, and Finn, an ex-stormtrooper, must join Han Solo and Chewbacca to search for the one hope of restoring peace.","Votes:
943,039
| Gross:
$936.66M",J.J. Abrams,"['Daisy Ridley', 'John Boyega', 'Oscar Isaac', 'Domhnall Gleeson']",imdb.com/title/tt2488496/?ref_=adv_li_tt
23,"624.
About Time
(I) (2013)",(I) (2013),R,123 min,"Comedy, Drama, Fantasy",7.8,"55        
        Metascore","At the age of 21, Tim discovers he can travel in time and change what happens and has happened in his own life. His decision to make his world a better place by getting a girlfriend turns out not to be as easy as you might think.","Votes:
361,792
| Gross:
$15.32M",Richard Curtis,"['Domhnall Gleeson', 'Rachel McAdams', 'Bill Nighy', 'Lydia Wilson']",imdb.com/title/tt2194499/?ref_=adv_li_tt
24,"625.
Atonement
(2007)",(2007),R,123 min,"Drama, Mystery, Romance",7.8,"85        
        Metascore",Thirteen-year-old fledgling writer Briony Tallis irrevocably changes the course of several lives when she accuses her older sister's lover of a crime he did not commit.,"Votes:
285,683
| Gross:
$50.93M",Joe Wright,"['Keira Knightley', 'James McAvoy', 'Brenda Blethyn', 'Saoirse Ronan']",imdb.com/title/tt0783233/?ref_=adv_li_tt
25,"626.
Little Miss Sunshine
(2006)",(2006),R,101 min,"Comedy, Drama",7.8,"80        
        Metascore",A family determined to get their young daughter into the finals of a beauty pageant take a cross-country trip in their VW bus.,"Votes:
492,344
| Gross:
$59.89M",Jonathan Dayton,"['Valerie Faris', 'Steve Carell', 'Toni Collette', 'Greg Kinnear']",imdb.com/title/tt0449059/?ref_=adv_li_tt
26,"627.
Predator
(1987)",(1987),R,107 min,"Action, Adventure, Horror",7.8,"47        
        Metascore",A team of commandos on a mission in a Central American jungle find themselves hunted by an extraterrestrial warrior.,"Votes:
432,043
| Gross:
$59.74M",John McTiernan,"['Arnold Schwarzenegger', 'Carl Weathers', 'Kevin Peter Hall', 'Elpidia Carrillo']",imdb.com/title/tt0093773/?ref_=adv_li_tt
27,"628.
Nightcrawler
(2014)",(2014),R,117 min,"Crime, Drama, Thriller",7.8,"76        
        Metascore","When Louis Bloom, a con man desperate for work, muscles into the world of L.A. crime journalism, he blurs the line between observer and participant to become the star of his own story.","Votes:
564,463
| Gross:
$32.38M",Dan Gilroy,"['Jake Gyllenhaal', 'Rene Russo', 'Bill Paxton', 'Riz Ahmed']",imdb.com/title/tt2872718/?ref_=adv_li_tt
28,"629.
The Fugitive
(1993)",(1993),PG-13,130 min,"Action, Crime, Drama",7.8,"87        
        Metascore","Dr. Richard Kimble, unjustly accused of murdering his wife, must find the real killer while being the target of a nationwide manhunt led by a seasoned U.S. Marshal.","Votes:
302,785
| Gross:
$183.88M",Andrew Davis,"['Harrison Ford', 'Tommy Lee Jones', 'Sela Ward', 'Julianne Moore']",imdb.com/title/tt0106977/?ref_=adv_li_tt
29,"630.
A Bronx Tale
(1993)",(1993),R,121 min,"Crime, Drama",7.8,"80        
        Metascore",A father becomes worried when a local gangster befriends his son in the Bronx in the 1960s.,"Votes:
147,278
| Gross:
$17.27M",Robert De Niro,"['Robert De Niro', 'Chazz Palminteri', 'Lillo Brancato', 'Francis Capra']",imdb.com/title/tt0106489/?ref_=adv_li_tt
30,"631.
The Worst Person in the World
(2021)",(2021),R,128 min,"Comedy, Drama, Romance",7.8,"90        
        Metascore","The chronicles of four years in the life of Julie, a young woman who navigates the troubled waters of her love life and struggles to find her career path, leading her to take a realistic look at who she really is.","Votes:
77,687",Joachim Trier,"['Renate Reinsve', 'Anders Danielsen Lie', 'Herbert Nordrum', 'Hans Olav Brenner']",imdb.com/title/tt10370710/?ref_=adv_li_tt
31,"632.
Ghostbusters
(1984)",(1984),PG,105 min,"Action, Comedy, Fantasy",7.8,"71        
        Metascore","Three parapsychologists forced out of their university funding set up shop as a unique ghost removal service in New York City, attracting frightened yet skeptical customers.","Votes:
423,637
| Gross:
$238.63M",Ivan Reitman,"['Bill Murray', 'Dan Aykroyd', 'Sigourney Weaver', 'Harold Ramis']",imdb.com/title/tt0087332/?ref_=adv_li_tt
32,"633.
Taken
(I) (2008)",(I) (2008),PG-13,90 min,"Action, Crime, Thriller",7.8,"51        
        Metascore","A retired CIA agent travels across Europe and relies on his old skills to save his estranged daughter, who has been kidnapped while on a trip to Paris.","Votes:
612,124
| Gross:
$145.00M",Pierre Morel,"['Liam Neeson', 'Maggie Grace', 'Famke Janssen', 'Leland Orser']",imdb.com/title/tt0936501/?ref_=adv_li_tt
33,"634.
Moonrise Kingdom
(2012)",(2012),PG-13,94 min,"Comedy, Drama, Family",7.8,"84        
        Metascore","A pair of young lovers flee their New England town, which causes a local search party to fan out to find them.","Votes:
355,506
| Gross:
$45.51M",Wes Anderson,"['Jared Gilman', 'Kara Hayward', 'Bruce Willis', 'Bill Murray']",imdb.com/title/tt1748122/?ref_=adv_li_tt
34,"635.
Hot Fuzz
(2007)",(2007),R,121 min,"Action, Comedy, Mystery",7.8,"81        
        Metascore","A skilled London police officer, after irritating superiors with his embarrassing effectiveness, is transferred to a village where the easygoing officers object to his fervor for regulations, as a string of grisly murders strikes the town.","Votes:
514,476
| Gross:
$23.64M",Edgar Wright,"['Simon Pegg', 'Nick Frost', 'Martin Freeman', 'Bill Nighy']",imdb.com/title/tt0425112/?ref_=adv_li_tt
35,"636.
The Curious Case of Benjamin Button
(2008)",(2008),PG-13,166 min,"Drama, Fantasy, Romance",7.8,"70        
        Metascore","Tells the story of Benjamin Button, a man who starts aging backwards with consequences.","Votes:
664,104
| Gross:
$127.51M",David Fincher,"['Brad Pitt', 'Cate Blanchett', 'Tilda Swinton', 'Julia Ormond']",imdb.com/title/tt0421715/?ref_=adv_li_tt
